ServiceStationName,Address,Suburb,Postcode,Brand,FuelCode,PriceUpdatedDate,Latitude,Longitude,Price
Coles Express Coffs Harbour,"208-212 Pacific Hwy North, Coffs Harbour NSW 2450",Coffs Harbour,2450,Coles Express,DL,2025-08-05 05:20:39,-30.286083,153.124146,1754371239000000000
Coles Express Coffs Harbour,"208-212 Pacific Hwy North, Coffs Harbour NSW 2450",Coffs Harbour,2450,Coles Express,E10,2025-12-04 06:15:45,-30.286083,153.124146,1764828945000000000
Coles Express Coffs Harbour,"208-212 Pacific Hwy North, Coffs Harbour NSW 2450",Coffs Harbour,2450,Coles Express,P98,2025-12-04 06:15:45,-30.286083,153.124146,1764828945000000000
Coles Express Coffs Harbour,"208-212 Pacific Hwy North, Coffs Harbour NSW 2450",Coffs Harbour,2450,Coles Express,U91,2025-12-04 06:15:45,-30.286083,153.124146,1764828945000000000
Shell Reddy  Express Glendale,"593 Main Rd, Glendale NSW 2285",Glendale,2285,Reddy Express,DL,2025-08-05 05:00:54,-32.927065,151.637938,1754370054000000000
Shell Reddy  Express Glendale,"593 Main Rd, Glendale NSW 2285",Glendale,2285,Reddy Express,E10,2025-07-05 07:15:45,-32.927065,151.637938,1751699745000000000
Shell Reddy  Express Glendale,"593 Main Rd, Glendale NSW 2285",Glendale,2285,Reddy Express,P95,2025-07-05 07:15:45,-32.927065,151.637938,1751699745000000000
Shell Reddy  Express Glendale,"593 Main Rd, Glendale NSW 2285",Glendale,2285,Reddy Express,P98,2025-07-05 07:15:45,-32.927065,151.637938,1751699745000000000
Coles Express Oyster Bay,"26-28 Georges River Rd (Cnr Carvers Rd), Oyster Bay NSW 2225",Oyster Bay,2225,Coles Express,E10,2025-10-05 01:45:46,-34.00934,151.07548,1759628746000000000
Coles Express Oyster Bay,"26-28 Georges River Rd (Cnr Carvers Rd), Oyster Bay NSW 2225",Oyster Bay,2225,Coles Express,P95,2025-10-05 01:45:46,-34.00934,151.07548,1759628746000000000
Coles Express Oyster Bay,"26-28 Georges River Rd (Cnr Carvers Rd), Oyster Bay NSW 2225",Oyster Bay,2225,Coles Express,P98,2025-10-05 01:45:46,-34.00934,151.07548,1759628746000000000
Coles Express Oyster Bay,"26-28 Georges River Rd (Cnr Carvers Rd), Oyster Bay NSW 2225",Oyster Bay,2225,Coles Express,PDL,2025-07-05 02:35:37,-34.00934,151.07548,1751682937000000000
Coles Express Oyster Bay,"26-28 Georges River Rd (Cnr Carvers Rd), Oyster Bay NSW 2225",Oyster Bay,2225,Coles Express,U91,2025-10-05 01:45:46,-34.00934,151.07548,1759628746000000000
Coles Express Tamworth,"251-253 Goonoo Goonoo Rd, Tamworth NSW 2340",Tamworth,2340,Coles Express,DL,2025-08-05 05:45:47,-31.111899,150.922823,1754372747000000000
Coles Express Tamworth,"251-253 Goonoo Goonoo Rd, Tamworth NSW 2340",Tamworth,2340,Coles Express,P95,2025-09-05 03:15:48,-31.111899,150.922823,1757042148000000000
Coles Express Tamworth,"251-253 Goonoo Goonoo Rd, Tamworth NSW 2340",Tamworth,2340,Coles Express,P98,2025-09-05 03:15:48,-31.111899,150.922823,1757042148000000000
Coles Express Tamworth,"251-253 Goonoo Goonoo Rd, Tamworth NSW 2340",Tamworth,2340,Coles Express,U91,2025-09-05 03:15:48,-31.111899,150.922823,1757042148000000000
Shell Reddy Express Bulli,"279-287 Princes Highway, Bulli NSW 2516",Bulli,2516,Reddy Express,DL,2025-08-05 04:35:40,-34.336559,150.912153,1754368540000000000
Shell Reddy Express Bulli,"279-287 Princes Highway, Bulli NSW 2516",Bulli,2516,Reddy Express,E10,2025-12-04 03:15:50,-34.336559,150.912153,1764818150000000000
Shell Reddy Express Bulli,"279-287 Princes Highway, Bulli NSW 2516",Bulli,2516,Reddy Express,P95,2025-12-04 03:15:50,-34.336559,150.912153,1764818150000000000
Shell Reddy Express Bulli,"279-287 Princes Highway, Bulli NSW 2516",Bulli,2516,Reddy Express,P98,2025-12-04 03:15:50,-34.336559,150.912153,1764818150000000000
Shell Reddy Express Bulli,"279-287 Princes Highway, Bulli NSW 2516",Bulli,2516,Reddy Express,U91,2025-12-04 03:15:50,-34.336559,150.912153,1764818150000000000
Coles Express Mudgee,"47 Church St (Cnr Mortimer St), Mudgee NSW 2850",Mudgee,2850,Coles Express,DL,2025-09-05 03:15:48,-32.593538,149.588282,1757042148000000000
Coles Express Tamworth West,"147-149 Bridge St, Tamworth West NSW 2340",Tamworth West,2340,Coles Express,DL,2025-08-05 05:50:41,-31.094987,150.911999,1754373041000000000
Coles Express Tamworth West,"147-149 Bridge St, Tamworth West NSW 2340",Tamworth West,2340,Coles Express,E10,2025-08-05 05:50:41,-31.094987,150.911999,1754373041000000000
Coles Express Tamworth West,"147-149 Bridge St, Tamworth West NSW 2340",Tamworth West,2340,Coles Express,P95,2025-08-05 05:50:41,-31.094987,150.911999,1754373041000000000
Coles Express Tamworth West,"147-149 Bridge St, Tamworth West NSW 2340",Tamworth West,2340,Coles Express,P98,2025-08-05 05:50:41,-31.094987,150.911999,1754373041000000000
Coles Express Tamworth West,"147-149 Bridge St, Tamworth West NSW 2340",Tamworth West,2340,Coles Express,U91,2025-08-05 05:50:41,-31.094987,150.911999,1754373041000000000
Coles Express Port Macquarie,"Cnr Gordon & Hollingsworth Sts, PORT MACQUARIE NSW 2444",Port Macquarie,2444,Coles Express,DL,2025-08-05 05:15:45,-31.434366,152.904685,1754370945000000000
Coles Express Port Macquarie,"Cnr Gordon & Hollingsworth Sts, PORT MACQUARIE NSW 2444",Port Macquarie,2444,Coles Express,E10,2025-08-05 07:15:47,-31.434366,152.904685,1754378147000000000
Coles Express Port Macquarie,"Cnr Gordon & Hollingsworth Sts, PORT MACQUARIE NSW 2444",Port Macquarie,2444,Coles Express,P95,2025-08-05 07:15:47,-31.434366,152.904685,1754378147000000000
Coles Express Port Macquarie,"Cnr Gordon & Hollingsworth Sts, PORT MACQUARIE NSW 2444",Port Macquarie,2444,Coles Express,P98,2025-08-05 07:15:47,-31.434366,152.904685,1754378147000000000
Coles Express Port Macquarie,"Cnr Gordon & Hollingsworth Sts, PORT MACQUARIE NSW 2444",Port Macquarie,2444,Coles Express,U91,2025-08-05 07:15:47,-31.434366,152.904685,1754378147000000000
Shell Reddy Express Corrimal,"269-275 Princes Highway, Corrimal NSW 2518",Corrimal,2518,Reddy Express,DL,2025-08-05 04:35:40,-34.374407,150.896376,1754368540000000000
Shell Reddy Express Corrimal,"269-275 Princes Highway, Corrimal NSW 2518",Corrimal,2518,Reddy Express,E10,2025-06-05 07:30:45,-34.374407,150.896376,1749108645000000000
Shell Reddy Express Corrimal,"269-275 Princes Highway, Corrimal NSW 2518",Corrimal,2518,Reddy Express,P95,2025-12-04 05:30:46,-34.374407,150.896376,1764826246000000000
Shell Reddy Express Corrimal,"269-275 Princes Highway, Corrimal NSW 2518",Corrimal,2518,Reddy Express,P98,2025-12-04 05:30:46,-34.374407,150.896376,1764826246000000000
Shell Reddy Express Corrimal,"269-275 Princes Highway, Corrimal NSW 2518",Corrimal,2518,Reddy Express,U91,2025-12-04 05:30:46,-34.374407,150.896376,1764826246000000000
Shell Reddy Express Lansvale,"65-99 Hume Highway, Canley Vale NSW 2166",Canley Vale,2166,Reddy Express,DL,2025-07-05 04:00:44,-33.893006,150.960593,1751688044000000000
Shell Reddy Express Lansvale,"65-99 Hume Highway, Canley Vale NSW 2166",Canley Vale,2166,Reddy Express,E10,2025-09-05 01:50:38,-33.893006,150.960593,1757037038000000000
Shell Reddy Express Lansvale,"65-99 Hume Highway, Canley Vale NSW 2166",Canley Vale,2166,Reddy Express,P98,2025-09-05 01:50:38,-33.893006,150.960593,1757037038000000000
Coles Express Wyalong,"Mid Western Hwy & Nicholson Lane, Wyalong NSW 2671",Wyalong,2671,Coles Express,DL,2025-08-05 05:45:47,-33.925413,147.256084,1754372747000000000
Coles Express Wyalong,"Mid Western Hwy & Nicholson Lane, Wyalong NSW 2671",Wyalong,2671,Coles Express,E10,2025-12-04 03:05:39,-33.925413,147.256084,1764817539000000000
Coles Express Wyalong,"Mid Western Hwy & Nicholson Lane, Wyalong NSW 2671",Wyalong,2671,Coles Express,P98,2025-12-04 03:05:39,-33.925413,147.256084,1764817539000000000
Coles Express Wyalong,"Mid Western Hwy & Nicholson Lane, Wyalong NSW 2671",Wyalong,2671,Coles Express,U91,2025-12-04 03:05:39,-33.925413,147.256084,1764817539000000000
Shell Reddy Express  Taren Point,"99 Parraweena Rd (Cnr Taren Point Rd), Miranda NSW 2228",Miranda,2228,Reddy Express,DL,2025-07-05 02:35:37,-34.026377,151.120108,1751682937000000000
Shell Reddy Express  Taren Point,"99 Parraweena Rd (Cnr Taren Point Rd), Miranda NSW 2228",Miranda,2228,Reddy Express,E10,2025-10-05 01:45:46,-34.026377,151.120108,1759628746000000000
Shell Reddy Express  Taren Point,"99 Parraweena Rd (Cnr Taren Point Rd), Miranda NSW 2228",Miranda,2228,Reddy Express,P95,2025-10-05 01:45:46,-34.026377,151.120108,1759628746000000000
Shell Reddy Express  Taren Point,"99 Parraweena Rd (Cnr Taren Point Rd), Miranda NSW 2228",Miranda,2228,Reddy Express,P98,2025-10-05 01:45:46,-34.026377,151.120108,1759628746000000000
Shell Reddy Express  Taren Point,"99 Parraweena Rd (Cnr Taren Point Rd), Miranda NSW 2228",Miranda,2228,Reddy Express,PDL,2025-07-05 02:35:37,-34.026377,151.120108,1751682937000000000
Shell Reddy Express  Taren Point,"99 Parraweena Rd (Cnr Taren Point Rd), Miranda NSW 2228",Miranda,2228,Reddy Express,U91,2025-10-05 01:45:46,-34.026377,151.120108,1759628746000000000
BP Cronulla,"Cnr Wilbur & Kingsway Streets, Cronulla NSW 2230",Cronulla,2230,Bp,P95,2025-09-05 06:16:10,-34.050956,151.150759,1757052970000000000
BP Cronulla,"Cnr Wilbur & Kingsway Streets, Cronulla NSW 2230",Cronulla,2230,Bp,P98,2025-09-05 06:16:10,-34.050956,151.150759,1757052970000000000
BP Cronulla,"Cnr Wilbur & Kingsway Streets, Cronulla NSW 2230",Cronulla,2230,Bp,PDL,2025-09-05 06:16:10,-34.050956,151.150759,1757052970000000000
BP Cronulla,"Cnr Wilbur & Kingsway Streets, Cronulla NSW 2230",Cronulla,2230,Bp,U91,2025-09-05 06:16:10,-34.050956,151.150759,1757052970000000000
BP Eagle Vale,"Cnr Eagle Vale Dve & Gould Rd, Eagle Vale NSW 2558",Eagle Vale,2558,Bp,E10,2025-04-05 22:46:54,-34.031183,150.816282,1743893214000000000
BP Eagle Vale,"Cnr Eagle Vale Dve & Gould Rd, Eagle Vale NSW 2558",Eagle Vale,2558,Bp,P98,2025-04-05 22:46:54,-34.031183,150.816282,1743893214000000000
BP Eagle Vale,"Cnr Eagle Vale Dve & Gould Rd, Eagle Vale NSW 2558",Eagle Vale,2558,Bp,PDL,2025-08-05 00:54:36,-34.031183,150.816282,1754355276000000000
BP Eagle Vale,"Cnr Eagle Vale Dve & Gould Rd, Eagle Vale NSW 2558",Eagle Vale,2558,Bp,U91,2025-04-05 22:46:54,-34.031183,150.816282,1743893214000000000
BP Glendenning,"646 Richmond Rd, Glendenning NSW 2761",Glendenning,2761,Bp,P95,2025-09-05 06:24:50,-33.73762,150.853221,1757053490000000000
BP Glendenning,"646 Richmond Rd, Glendenning NSW 2761",Glendenning,2761,Bp,P98,2025-09-05 06:24:50,-33.73762,150.853221,1757053490000000000
BP Glendenning,"646 Richmond Rd, Glendenning NSW 2761",Glendenning,2761,Bp,PDL,2025-01-05 23:13:21,-33.73762,150.853221,1736118801000000000
BP Glendenning,"646 Richmond Rd, Glendenning NSW 2761",Glendenning,2761,Bp,U91,2025-09-05 06:24:50,-33.73762,150.853221,1757053490000000000
Shell Reddy Express St Clair,"247 Banks Drive (Cnr Mamre Rd), St Clair NSW 2759",St Clair,2759,Reddy Express,P95,2025-10-05 01:45:46,-33.788333,150.771411,1759628746000000000
Shell Reddy Express St Clair,"247 Banks Drive (Cnr Mamre Rd), St Clair NSW 2759",St Clair,2759,Reddy Express,P98,2025-10-05 01:45:46,-33.788333,150.771411,1759628746000000000
Shell Reddy Express St Clair,"247 Banks Drive (Cnr Mamre Rd), St Clair NSW 2759",St Clair,2759,Reddy Express,U91,2025-10-05 01:45:46,-33.788333,150.771411,1759628746000000000
Shell Reddy  Express Singleton (Nsw),"69-73 George St, Singleton NSW 2330",Singleton,2330,Reddy Express,DL,2025-08-05 05:00:54,-32.5629,151.175536,1754370054000000000
Coles Express Emerald Beach,"1140-1140A Solitary Islands Way, Emerald Beach NSW 2456",Emerald Beach,2456,Coles Express,U91,2025-12-04 03:15:50,-30.16434,153.18148,1764818150000000000
Coles Express Eastern Creek,"611 Great Western Hwy (Cnr Brabham Drv), Eastern Creek NSW 2766",Eastern Creek,2766,Coles Express,DL,2025-06-05 03:35:38,-33.792159,150.871489,1749094538000000000
Coles Express Eastern Creek,"611 Great Western Hwy (Cnr Brabham Drv), Eastern Creek NSW 2766",Eastern Creek,2766,Coles Express,E10,2025-10-05 01:45:46,-33.792159,150.871489,1759628746000000000
Coles Express Eastern Creek,"611 Great Western Hwy (Cnr Brabham Drv), Eastern Creek NSW 2766",Eastern Creek,2766,Coles Express,P95,2025-10-05 01:45:46,-33.792159,150.871489,1759628746000000000
Coles Express Eastern Creek,"611 Great Western Hwy (Cnr Brabham Drv), Eastern Creek NSW 2766",Eastern Creek,2766,Coles Express,P98,2025-10-05 01:45:46,-33.792159,150.871489,1759628746000000000
Coles Express Eastern Creek,"611 Great Western Hwy (Cnr Brabham Drv), Eastern Creek NSW 2766",Eastern Creek,2766,Coles Express,U91,2025-10-05 01:45:46,-33.792159,150.871489,1759628746000000000
Shell Reddy  Express Gorokan,"67 Wallarah Rd (Cnr Edith St), Gorokan NSW 2263",Gorokan,2263,Reddy Express,DL,2025-07-05 04:35:38,-33.25654,151.507969,1751690138000000000
Shell Reddy  Express Lake Munmorah,"260 Pacific Hwy (Cnr Basford Road), Doyalson North NSW 2259",Doyalson North,2259,Reddy Express,DL,2025-08-05 04:30:49,-33.186301,151.548878,1754368249000000000
Shell Reddy  Express Lake Munmorah,"260 Pacific Hwy (Cnr Basford Road), Doyalson North NSW 2259",Doyalson North,2259,Reddy Express,E10,2025-01-05 23:05:45,-33.186301,151.548878,1736118345000000000
Shell Reddy  Express Lake Munmorah,"260 Pacific Hwy (Cnr Basford Road), Doyalson North NSW 2259",Doyalson North,2259,Reddy Express,P95,2025-01-05 23:05:45,-33.186301,151.548878,1736118345000000000
Shell Reddy  Express Lake Munmorah,"260 Pacific Hwy (Cnr Basford Road), Doyalson North NSW 2259",Doyalson North,2259,Reddy Express,P98,2025-01-05 23:05:45,-33.186301,151.548878,1736118345000000000
Shell Reddy  Express Lake Munmorah,"260 Pacific Hwy (Cnr Basford Road), Doyalson North NSW 2259",Doyalson North,2259,Reddy Express,U91,2025-01-05 23:05:45,-33.186301,151.548878,1736118345000000000
Shell Reddy  Express Woy Woy,"50-52 Ocean Beach Rd (Cnr Rawson St), Woy Woy NSW 2256",Woy Woy,2256,Reddy Express,E10,2025-12-04 08:20:39,-33.493905,151.320693,1764836439000000000
Shell Reddy  Express Woy Woy,"50-52 Ocean Beach Rd (Cnr Rawson St), Woy Woy NSW 2256",Woy Woy,2256,Reddy Express,P95,2025-12-04 08:20:39,-33.493905,151.320693,1764836439000000000
Shell Reddy  Express Woy Woy,"50-52 Ocean Beach Rd (Cnr Rawson St), Woy Woy NSW 2256",Woy Woy,2256,Reddy Express,P98,2025-12-04 08:20:39,-33.493905,151.320693,1764836439000000000
Shell Reddy  Express Woy Woy,"50-52 Ocean Beach Rd (Cnr Rawson St), Woy Woy NSW 2256",Woy Woy,2256,Reddy Express,U91,2025-12-04 08:20:39,-33.493905,151.320693,1764836439000000000
Shell Reddy Express Pennant Hills East,"369-371 Pennant Hills Rd, Pennant Hills NSW 2120",Pennant Hills,2120,Reddy Express,DL,2025-07-05 03:35:37,-33.7387,151.073646,1751686537000000000
Shell Reddy Express Pennant Hills East,"369-371 Pennant Hills Rd, Pennant Hills NSW 2120",Pennant Hills,2120,Reddy Express,E10,2025-10-05 01:45:46,-33.7387,151.073646,1759628746000000000
Shell Reddy Express Pennant Hills East,"369-371 Pennant Hills Rd, Pennant Hills NSW 2120",Pennant Hills,2120,Reddy Express,P95,2025-10-05 01:45:46,-33.7387,151.073646,1759628746000000000
Shell Reddy Express Pennant Hills East,"369-371 Pennant Hills Rd, Pennant Hills NSW 2120",Pennant Hills,2120,Reddy Express,P98,2025-10-05 01:45:46,-33.7387,151.073646,1759628746000000000
Shell Reddy Express Pennant Hills East,"369-371 Pennant Hills Rd, Pennant Hills NSW 2120",Pennant Hills,2120,Reddy Express,PDL,2025-07-05 03:35:37,-33.7387,151.073646,1751686537000000000
Shell Reddy Express Pennant Hills East,"369-371 Pennant Hills Rd, Pennant Hills NSW 2120",Pennant Hills,2120,Reddy Express,U91,2025-10-05 01:45:46,-33.7387,151.073646,1759628746000000000
Coles Express Gilgandra,"Portion 101 Newell Highway (Cnr Tooraweenah Road), Gilgandra NSW 2827",Gilgandra,2827,Coles Express,DL,2025-08-05 06:00:51,-31.703093,148.678759,1754373651000000000
Coles Express Gilgandra,"Portion 101 Newell Highway (Cnr Tooraweenah Road), Gilgandra NSW 2827",Gilgandra,2827,Coles Express,P95,2025-08-05 06:00:51,-31.703093,148.678759,1754373651000000000
Coles Express Gilgandra,"Portion 101 Newell Highway (Cnr Tooraweenah Road), Gilgandra NSW 2827",Gilgandra,2827,Coles Express,P98,2025-08-05 06:00:51,-31.703093,148.678759,1754373651000000000
Coles Express Gilgandra,"Portion 101 Newell Highway (Cnr Tooraweenah Road), Gilgandra NSW 2827",Gilgandra,2827,Coles Express,U91,2025-08-05 06:00:51,-31.703093,148.678759,1754373651000000000
Shell Reddy  Express Erina,"211 The Entrance Rd (Cnr Bonnal Rd), Erina NSW 2250",Erina,2250,Reddy Express,DL,2025-07-05 04:35:38,-33.435578,151.385108,1751690138000000000
Shell Reddy  Express Erina,"211 The Entrance Rd (Cnr Bonnal Rd), Erina NSW 2250",Erina,2250,Reddy Express,E10,2025-07-05 07:15:45,-33.435578,151.385108,1751699745000000000
Shell Reddy  Express Erina,"211 The Entrance Rd (Cnr Bonnal Rd), Erina NSW 2250",Erina,2250,Reddy Express,P95,2025-07-05 07:15:45,-33.435578,151.385108,1751699745000000000
Shell Reddy  Express Erina,"211 The Entrance Rd (Cnr Bonnal Rd), Erina NSW 2250",Erina,2250,Reddy Express,P98,2025-07-05 07:15:45,-33.435578,151.385108,1751699745000000000
Shell Reddy  Express Erina,"211 The Entrance Rd (Cnr Bonnal Rd), Erina NSW 2250",Erina,2250,Reddy Express,U91,2025-07-05 07:15:45,-33.435578,151.385108,1751699745000000000
Coles Express Mittagong,"Old Hume Hwy (Cnr Balaclava St), Mittagong NSW 2575",Mittagong,2575,Coles Express,DL,2025-08-05 05:45:47,-34.439,150.471869,1754372747000000000
Coles Express Mittagong,"Old Hume Hwy (Cnr Balaclava St), Mittagong NSW 2575",Mittagong,2575,Coles Express,E10,2025-08-05 05:45:47,-34.439,150.471869,1754372747000000000
Coles Express Mittagong,"Old Hume Hwy (Cnr Balaclava St), Mittagong NSW 2575",Mittagong,2575,Coles Express,P95,2025-08-05 05:45:47,-34.439,150.471869,1754372747000000000
Coles Express Mittagong,"Old Hume Hwy (Cnr Balaclava St), Mittagong NSW 2575",Mittagong,2575,Coles Express,P98,2025-08-05 05:45:47,-34.439,150.471869,1754372747000000000
Coles Express Mittagong,"Old Hume Hwy (Cnr Balaclava St), Mittagong NSW 2575",Mittagong,2575,Coles Express,U91,2025-08-05 05:45:47,-34.439,150.471869,1754372747000000000
Shell Reddy Express West Dubbo,"Whylandra St & Victoria St, Dubbo NSW 2830",Dubbo,2830,Reddy Express,DL,2025-08-05 05:45:47,-32.247549,148.593317,1754372747000000000
Coles Express Wauchope,"64 High Street, Wauchope NSW 2446",Wauchope,2446,Coles Express,DL,2025-08-05 05:30:47,-31.457565,152.731699,1754371847000000000
Coles Express Wauchope,"64 High Street, Wauchope NSW 2446",Wauchope,2446,Coles Express,P95,2025-08-05 05:30:47,-31.457565,152.731699,1754371847000000000
Coles Express Wauchope,"64 High Street, Wauchope NSW 2446",Wauchope,2446,Coles Express,P98,2025-08-05 05:30:47,-31.457565,152.731699,1754371847000000000
Coles Express Wauchope,"64 High Street, Wauchope NSW 2446",Wauchope,2446,Coles Express,U91,2025-08-05 05:30:47,-31.457565,152.731699,1754371847000000000
Coles Express Chatswood,"877-879 Pacific Hwy, Chatswood NSW 2067",Chatswood,2067,Coles Express,DL,2025-01-05 04:45:47,-33.791717,151.180472,1736052347000000000
Coles Express Chatswood,"877-879 Pacific Hwy, Chatswood NSW 2067",Chatswood,2067,Coles Express,E10,2025-10-05 01:45:46,-33.791717,151.180472,1759628746000000000
Coles Express Chatswood,"877-879 Pacific Hwy, Chatswood NSW 2067",Chatswood,2067,Coles Express,P95,2025-10-05 01:45:46,-33.791717,151.180472,1759628746000000000
Coles Express Chatswood,"877-879 Pacific Hwy, Chatswood NSW 2067",Chatswood,2067,Coles Express,P98,2025-10-05 01:45:46,-33.791717,151.180472,1759628746000000000
Coles Express Chatswood,"877-879 Pacific Hwy, Chatswood NSW 2067",Chatswood,2067,Coles Express,U91,2025-10-05 01:45:46,-33.791717,151.180472,1759628746000000000
Shell Reddy Express Parklea,"484 Sunnyholt Road, Parklea NSW 2768",Parklea,2768,Reddy Express,DL,2025-07-05 03:45:44,-33.729297,150.921811,1751687144000000000
Shell Reddy Express Parklea,"484 Sunnyholt Road, Parklea NSW 2768",Parklea,2768,Reddy Express,E10,2025-10-05 01:50:38,-33.729297,150.921811,1759629038000000000
Shell Reddy Express Parklea,"484 Sunnyholt Road, Parklea NSW 2768",Parklea,2768,Reddy Express,P95,2025-10-05 01:50:38,-33.729297,150.921811,1759629038000000000
Shell Reddy Express Parklea,"484 Sunnyholt Road, Parklea NSW 2768",Parklea,2768,Reddy Express,P98,2025-10-05 01:50:38,-33.729297,150.921811,1759629038000000000
Shell Reddy Express Parklea,"484 Sunnyholt Road, Parklea NSW 2768",Parklea,2768,Reddy Express,PDL,2025-07-05 03:45:44,-33.729297,150.921811,1751687144000000000
Shell Reddy Express Brighton-Le-Sands,"2-6 General Holmes Drive, Brighton-Le-Sands NSW 2216",Brighton-Le-Sands,2216,Reddy Express,DL,2025-07-05 02:35:37,-33.957809,151.15748,1751682937000000000
Shell Reddy Express Brighton-Le-Sands,"2-6 General Holmes Drive, Brighton-Le-Sands NSW 2216",Brighton-Le-Sands,2216,Reddy Express,E10,2025-10-05 01:45:46,-33.957809,151.15748,1759628746000000000
Shell Reddy Express Brighton-Le-Sands,"2-6 General Holmes Drive, Brighton-Le-Sands NSW 2216",Brighton-Le-Sands,2216,Reddy Express,P98,2025-10-05 01:45:46,-33.957809,151.15748,1759628746000000000
Shell Reddy Express Brighton-Le-Sands,"2-6 General Holmes Drive, Brighton-Le-Sands NSW 2216",Brighton-Le-Sands,2216,Reddy Express,PDL,2025-07-05 02:35:37,-33.957809,151.15748,1751682937000000000
Shell Reddy Express Toronto,"133-137 Cary St, Toronto NSW 2283",Toronto,2283,Reddy Express,DL,2025-08-05 05:05:37,-33.011721,151.593151,1754370337000000000
Shell Reddy Express Toronto,"133-137 Cary St, Toronto NSW 2283",Toronto,2283,Reddy Express,E10,2025-06-05 07:05:40,-33.011721,151.593151,1749107140000000000
Shell Reddy Express Toronto,"133-137 Cary St, Toronto NSW 2283",Toronto,2283,Reddy Express,P95,2025-06-05 07:05:40,-33.011721,151.593151,1749107140000000000
Shell Reddy Express Toronto,"133-137 Cary St, Toronto NSW 2283",Toronto,2283,Reddy Express,P98,2025-06-05 07:05:40,-33.011721,151.593151,1749107140000000000
Coles Express Sutton Forest,"13125 Hume Highway (Cnr Sally Corner Rd), Sutton Forest NSW 2577",Sutton Forest,2577,Coles Express,DL,2025-09-05 03:15:48,-34.607743,150.228156,1757042148000000000
Coles Express Sutton Forest,"13125 Hume Highway (Cnr Sally Corner Rd), Sutton Forest NSW 2577",Sutton Forest,2577,Coles Express,PDL,2025-09-05 03:15:48,-34.607743,150.228156,1757042148000000000
Shell Reddy Express Oak Flats,"Lot 2 Lake Entrance Road, Oak Flats NSW 2529",Oak Flats,2529,Reddy Express,DL,2025-08-05 04:35:40,-34.563166,150.831516,1754368540000000000
Shell Reddy Express Oak Flats,"Lot 2 Lake Entrance Road, Oak Flats NSW 2529",Oak Flats,2529,Reddy Express,E10,2025-10-05 01:35:39,-34.563166,150.831516,1759628139000000000
Shell Reddy Express Oak Flats,"Lot 2 Lake Entrance Road, Oak Flats NSW 2529",Oak Flats,2529,Reddy Express,P95,2025-10-05 01:35:39,-34.563166,150.831516,1759628139000000000
Shell Reddy Express Oak Flats,"Lot 2 Lake Entrance Road, Oak Flats NSW 2529",Oak Flats,2529,Reddy Express,P98,2025-10-05 01:35:39,-34.563166,150.831516,1759628139000000000
Shell Reddy  Express Kincumber,"Avoca Dr & Bungoona St, Kincumber NSW 2251",Kincumber,2251,Reddy Express,DL,2025-08-05 04:35:40,-33.467789,151.383804,1754368540000000000
Shell Reddy  Express Kincumber,"Avoca Dr & Bungoona St, Kincumber NSW 2251",Kincumber,2251,Reddy Express,E10,2025-12-04 02:05:40,-33.467789,151.383804,1764813940000000000
Shell Reddy  Express Kincumber,"Avoca Dr & Bungoona St, Kincumber NSW 2251",Kincumber,2251,Reddy Express,P98,2025-12-04 02:05:40,-33.467789,151.383804,1764813940000000000
Shell Reddy  Express Kincumber,"Avoca Dr & Bungoona St, Kincumber NSW 2251",Kincumber,2251,Reddy Express,PDL,2025-08-05 04:35:40,-33.467789,151.383804,1754368540000000000
Shell Reddy  Express Kincumber,"Avoca Dr & Bungoona St, Kincumber NSW 2251",Kincumber,2251,Reddy Express,U91,2025-12-04 02:05:40,-33.467789,151.383804,1764813940000000000
Coles Express Sutton Forest,"13124 Hume Highway, Sutton Forest NSW 2577",Sutton Forest,2577,Coles Express,DL,2025-09-05 03:05:38,-34.607616,150.227232,1757041538000000000
Coles Express Sutton Forest,"13124 Hume Highway, Sutton Forest NSW 2577",Sutton Forest,2577,Coles Express,LPG,2025-07-04 06:00:45,-34.607616,150.227232,1751608845000000000
Coles Express Sutton Forest,"13124 Hume Highway, Sutton Forest NSW 2577",Sutton Forest,2577,Coles Express,PDL,2025-09-05 03:05:38,-34.607616,150.227232,1757041538000000000
Shell Reddy Express Wetherill Park Elizabeth,"37  Elizabeth St (Cnr Victoria  St), Wetherill Park NSW 2164",Wetherill Park,2164,Reddy Express,DL,2025-07-05 03:45:44,-33.845806,150.899637,1751687144000000000
Shell Reddy Express Wetherill Park Elizabeth,"37  Elizabeth St (Cnr Victoria  St), Wetherill Park NSW 2164",Wetherill Park,2164,Reddy Express,E10,2025-10-05 01:45:46,-33.845806,150.899637,1759628746000000000
Shell Reddy Express Wetherill Park Elizabeth,"37  Elizabeth St (Cnr Victoria  St), Wetherill Park NSW 2164",Wetherill Park,2164,Reddy Express,P95,2025-10-05 01:45:46,-33.845806,150.899637,1759628746000000000
Shell Reddy Express Wetherill Park Elizabeth,"37  Elizabeth St (Cnr Victoria  St), Wetherill Park NSW 2164",Wetherill Park,2164,Reddy Express,P98,2025-10-05 01:45:46,-33.845806,150.899637,1759628746000000000
Shell Reddy Express Berkshire Park,"746-752 Richmond Road, Berkshire Park NSW 2765",Berkshire Park,2765,Reddy Express,E10,2025-10-05 01:45:46,-33.664575,150.799764,1759628746000000000
